user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,primary_game_at_first_stay,experiment_type,TM_ADT,adt_jump_L24_to_L12,adt_jump_L12_to_TM,eligible_for_host
A47529,2,Elite,12,Manila,0.0,31 - 40,1,2,2,0,0.408,0.0,0.29,0.118,339,0,117,222,251,0,335,44,1,1,1,0,0,0,0,0,0,0,175,0,175,0,875,0,875,0,0,2,3,3,0,0,0,0.71,0.354,0.356,0.0,1183,906,277,0,543,506,581,0,1,335,248,2,0,SLOT,ETG_CROSS_SELL,169.5,False,True,False
A47568,2,Prime,63,QC,267.0,21 - 30,1,2,0,2,6.575,0.0,6.575,0.0,2172,0,2172,0,351,0,351,0,2,2,1,1,0,0,3,0,3,0,642,0,642,0,213,0,213,0,1,9,16,10,3,1,2,25.636,0.0,25.636,0.0,4505,0,4505,0,211,0,211,0,3,2172,350,2,6,SLOT,ETG_CROSS_SELL,1086.0,False,False,False
A47625,1,Prime,454,QC,84.0,41 - 50,1,1,0,1,4.648,4.648,0.0,0.0,6615,6615,0,0,326,326,0,0,2,2,0,0,0,2,2,2,0,0,2445,2445,0,0,294,294,0,0,0,6,6,1,0,1,4,21.667,13.601,1.146,0.0,23872,15955,1108,0,358,299,950,0,1,6605,321,1,4,SLOT,ETG_CROSS_SELL,6615.0,False,True,False
A47629,2,Elite,33,Manila,0.0,51 - 60,1,2,2,0,3.398,0.0,0.0,3.398,958,0,0,958,5,0,0,5,1,2,0,0,1,1,4,0,0,4,1497,0,0,1497,8,0,0,8,0,3,8,4,1,1,2,11.916,0.0,0.0,11.916,6445,0,0,6445,14,0,0,14,3,948,0,2,3,SLOT,ETG_CROSS_SELL,479.0,False,True,False
A47660,1,Prime,23,Makati_BGC,50.4,51 - 60,1,1,0,1,0.416,0.0,0.416,0.0,117,0,117,0,365,0,365,0,2,2,2,0,0,0,2,0,2,0,685,0,685,0,371,0,371,0,2,2,2,2,0,0,0,2.058,0.0,2.058,0.0,685,0,685,0,371,0,371,0,2,117,365,1,0,SLOT,ETG_CROSS_SELL,117.0,True,False,False
A47898,3,Prime,67,Pasay,297.0,41 - 50,1,3,3,0,4.764,0.0,3.457,0.298,3193,0,2814,102,568,0,727,13,2,2,2,0,0,0,1,0,0,1,298,0,0,298,11,0,0,11,0,3,5,4,1,0,0,5.329,1.819,0.129,1.443,6233,4346,29,820,415,1094,419,13,1,3193,554,3,4,SLOT,ETG_CROSS_SELL,1064.3333333333333,False,False,False
A47899,1,Prime,27,Pasay,126.6,21 - 30,1,1,1,0,0.327,0.0,0.0,0.327,394,0,0,394,34,0,0,34,1,1,0,1,0,0,1,1,0,0,3599,3599,0,0,1163,1163,0,0,0,4,4,2,1,0,1,7.112,2.787,0.758,0.279,13712,7147,175,190,1020,1296,324,44,1,394,29,1,0,SLOT,ETG_CROSS_SELL,394.0,False,False,False
A47945,1,Prime,3,Pasay,96.6,21 - 30,1,1,1,0,0.085,0.0,0.0,0.085,44,0,0,44,22,0,0,22,1,1,1,0,0,0,0,0,0,0,1555,1555,0,0,547,547,0,0,3,4,4,3,1,0,0,3.6,3.061,0.074,0.0,10603,9916,15,0,516,533,365,0,4,44,15,1,0,SLOT,ETG_CROSS_SELL,44.0,False,False,False
A48003,1,Premium,161,Manila,0.0,51 - 60,1,1,1,0,0.94,0.94,0.0,0.0,2656,2656,0,0,2187,2187,0,0,2,2,1,0,1,0,1,1,0,0,2231,2050,0,182,1904,2048,0,75,0,3,5,1,1,2,1,1.257,0.919,0.0,0.338,3029,2465,0,564,1526,2072,0,39,1,2654,2187,1,0,SLOT,ETG_CROSS_SELL,2656.0,True,True,True
A48016,1,Prime,7,Makati_BGC,57.6,31 - 40,1,1,0,1,0.516,0.0,0.516,0.0,146,0,146,0,204,0,204,0,2,2,0,0,0,2,1,0,0,1,379,0,0,379,7,0,0,7,1,5,7,2,1,1,3,18.941,0.0,1.05,9.163,7368,0,175,3808,28,0,187,8,1,146,204,1,0,SLOT,ETG_CROSS_SELL,146.0,False,False,False
A48152,2,Elite,30,Manila,0.0,21 - 30,1,2,1,1,0.481,0.481,0.0,0.0,869,869,0,0,1094,1094,0,0,1,1,0,0,0,1,1,1,0,0,1387,1387,0,0,1401,1401,0,0,0,3,5,1,0,1,3,7.435,4.859,0.0,0.144,15400,11027,0,58,1120,1197,0,25,2,860,1094,2,0,SLOT,ETG_CROSS_SELL,434.5,False,True,False
A48194,1,Prime,28,Makati_BGC,82.8,21 - 30,1,1,0,1,0.178,0.0,0.178,0.0,292,0,292,0,1823,0,1823,0,2,2,1,0,1,0,1,0,1,0,846,0,846,0,1168,0,1168,0,0,9,12,5,0,2,5,13.76,0.935,11.436,0.02,15674,1115,12335,15,1076,547,1101,146,9,292,1823,1,0,SLOT,ETG_CROSS_SELL,292.0,False,False,False
A48211,1,Premium,118,Makati_BGC,87.6,Above 60,1,1,0,1,0.561,0.561,0.0,0.0,1018,1018,0,0,437,437,0,0,1,1,0,0,1,0,1,0,0,0,747,272,102,0,759,437,1064,0,0,17,24,8,5,8,3,34.258,28.296,2.654,0.0,59779,49001,5745,0,589,441,1999,0,13,1006,437,1,0,SLOT,ETG_CROSS_SELL,1018.0,False,True,False
A48239,1,Elite,66,Manila,0.0,51 - 60,1,1,0,1,0.703,0.703,0.0,0.0,1730,1730,0,0,547,547,0,0,2,2,0,0,2,0,1,1,0,0,1381,1381,0,0,547,547,0,0,2,2,2,0,0,2,0,0.637,0.637,0.0,0.0,1381,1381,0,0,547,547,0,0,12,1720,539,1,0,SLOT,ETG_CROSS_SELL,1730.0,True,True,True
A48260,1,Prime,244,Makati_BGC,57.6,Above 60,1,1,1,0,2.503,2.503,0.0,0.0,3551,3551,0,0,1094,1094,0,0,1,1,1,0,0,0,0,0,0,0,44,0,0,44,29,0,0,29,0,5,6,6,0,0,0,12.476,5.941,0.0,1.534,14824,7604,0,1217,922,1094,0,18,1,3543,1094,1,2,SLOT,ETG_CROSS_SELL,3551.0,False,True,False
A48279,1,Prime,68,Makati_BGC,75.6,21 - 30,2,2,1,1,5.175,0.0,5.175,0.0,1983,0,1983,0,296,0,296,0,1,1,0,0,1,0,1,0,1,0,539,0,539,0,306,0,306,0,0,5,7,3,2,2,0,4.87,0.0,4.87,0.0,2129,0,2129,0,423,0,423,0,1,991,146,1,2,SLOT,ETG_CROSS_SELL,991.5,False,True,False
A48280,1,Prime,218,QC,258.0,41 - 50,1,1,1,0,1.826,0.251,0.0,0.662,4022,346,0,1665,369,1094,0,95,1,2,2,0,0,0,6,1,0,4,9990,1997,0,5177,319,1094,0,30,2,2,3,2,0,1,0,6.656,1.43,0.0,3.57,10769,2775,0,5177,390,1094,0,30,3,4010,365,1,1,SLOT,ETG_CROSS_SELL,4022.0,True,True,True
A48332,2,Prime,3,Makati_BGC,51.0,31 - 40,2,2,0,2,0.301,0.0,0.212,0.089,87,0,44,44,171,0,219,58,2,2,0,0,1,1,0,0,0,0,73,0,73,0,146,0,146,0,1,6,6,0,0,4,2,4.655,0.0,4.655,0.0,3441,0,3441,0,676,0,676,0,2,44,73,1,0,SLOT,ETG_CROSS_SELL,43.5,False,False,False
A48354,1,Prime,175,QC,269.4,51 - 60,1,1,0,1,1.351,1.351,0.0,0.0,2544,2544,0,0,437,437,0,0,1,1,0,0,0,1,0,0,0,0,1222,1222,0,0,437,437,0,0,0,3,3,2,0,0,1,2.549,2.549,0.0,0.0,7555,7555,0,0,437,437,0,0,3,2537,437,1,1,SLOT,ETG_CROSS_SELL,2544.0,False,True,False
A48391,1,Prime,33,Makati_BGC,57.6,31 - 40,1,1,0,1,2.719,0.0,2.719,0.0,889,0,889,0,335,0,335,0,2,2,0,0,2,0,2,0,0,2,4636,0,73,4564,605,0,277,656,2,2,2,0,0,2,0,2.098,0.0,0.282,1.816,4636,0,73,4564,605,0,277,656,2,889,335,1,2,SLOT,ETG_CROSS_SELL,889.0,True,False,False
A48447,1,Prime,187,QC,155.4,51 - 60,1,1,0,1,1.512,1.512,0.0,0.0,2723,2723,0,0,1094,1094,0,0,1,1,1,0,0,0,1,1,0,0,2729,2729,0,0,1219,1219,0,0,0,2,2,2,0,0,0,2.728,2.728,0.0,0.0,4573,4573,0,0,1158,1158,0,0,1,2712,1094,1,1,SLOT,ETG_CROSS_SELL,2723.0,False,True,False
A48493,1,Prime,12,QC,155.4,21 - 30,1,1,1,0,0.246,0.0,0.246,0.0,87,0,87,0,408,0,408,0,2,2,2,0,0,0,1,0,1,0,408,0,408,0,470,0,470,0,1,4,4,3,0,0,1,3.22,0.0,3.22,0.0,1035,0,1035,0,408,0,408,0,1,87,394,1,0,SLOT,ETG_CROSS_SELL,87.0,False,False,False
A48502,1,Prime,131,Pasay,246.0,51 - 60,1,1,1,0,1.025,1.025,0.0,0.0,3029,3029,0,0,547,547,0,0,2,2,1,0,0,1,1,1,0,0,4690,4690,0,0,514,514,0,0,0,3,3,1,0,1,1,1.756,1.756,0.0,0.0,5304,5304,0,0,629,629,0,0,1,3018,539,1,1,SLOT,ETG_CROSS_SELL,3029.0,True,True,True
A48509,1,Prime,13,QC,262.8,21 - 30,1,1,1,0,0.209,0.0,0.0,0.209,183,0,0,183,17,0,0,17,1,1,1,0,0,0,1,1,0,0,1811,1811,0,0,437,437,0,0,1,2,2,2,0,0,0,1.101,1.056,0.0,0.045,1842,1811,0,31,421,437,0,43,1,175,15,1,0,SLOT,ETG_CROSS_SELL,183.0,True,True,True
A48558,1,Prime,185,Makati_BGC,50.4,51 - 60,1,1,0,1,2.179,0.0,0.0,2.179,2701,0,0,2701,21,0,0,21,1,1,0,1,0,0,2,0,0,1,1695,0,73,774,89,0,481,15,0,10,15,1,6,6,2,32.781,0.0,0.582,28.062,28840,0,262,25472,38,0,563,19,4,2697,15,1,2,SLOT,ETG_CROSS_SELL,2701.0,False,True,False
A48579,1,Elite,170,QC,269.4,21 - 30,1,1,0,1,1.625,1.625,0.0,0.0,2479,2479,0,0,2321,2321,0,0,1,1,1,0,0,0,1,1,0,0,2471,2471,0,0,1263,1263,0,0,1,2,3,2,0,0,1,4.75,4.75,0.0,0.0,8494,8494,0,0,1690,1690,0,0,2,2479,2318,1,1,SLOT,ETG_CROSS_SELL,2479.0,False,False,False
A48629,1,Premium,392,Makati_BGC,57.6,21 - 30,1,1,0,1,2.576,0.0,1.171,0.117,2362,0,627,554,885,0,962,117,2,2,1,0,1,0,7,0,2,2,19158,0,2843,6867,826,0,1426,117,0,9,13,7,3,1,2,34.916,0.0,13.14,4.739,86314,0,24757,19770,1350,0,1763,123,1,2362,875,1,2,SLOT,ETG_CROSS_SELL,2362.0,False,False,False
A48782,2,Prime,51,Pasay,276.6,41 - 50,2,2,1,1,3.334,0.0,0.277,1.39,2965,0,58,1424,58,0,227,25,1,2,2,0,0,0,2,0,0,2,1298,0,0,1298,12,0,0,12,0,4,8,6,0,0,2,16.477,0.0,0.0,16.477,13856,0,0,13856,17,0,0,17,1,1473,29,1,1,SLOT,ETG_CROSS_SELL,1482.5,False,True,False
A48832,1,Prime,2,QC,202.8,51 - 60,1,1,0,1,0.133,0.0,0.0,0.133,35,0,0,35,49,0,0,49,2,2,1,0,1,0,0,0,0,0,158,0,0,158,21,0,0,21,1,5,5,2,2,1,0,1.778,1.252,0.0,0.526,2341,2083,0,258,316,437,0,27,2,29,44,1,0,SLOT,ETG_CROSS_SELL,35.0,False,True,False
A48883,1,Prime,18,Makati_BGC,75.6,31 - 40,1,1,0,1,0.295,0.0,0.0,0.295,277,0,0,277,40,0,0,40,2,2,0,1,1,0,0,0,0,0,292,0,0,292,34,0,0,34,4,5,5,0,2,3,0,1.066,0.0,0.0,1.066,1035,0,0,1035,22,0,0,22,5,277,29,1,0,SLOT,ETG_CROSS_SELL,277.0,False,False,False
A48996,1,Prime,113,Makati_BGC,48.6,21 - 30,1,1,0,1,0.652,0.0,0.0,0.652,1648,0,0,1648,36,0,0,36,1,1,0,0,1,0,1,0,0,1,1268,0,0,1268,39,0,0,39,0,2,2,0,0,2,0,1.436,0.0,0.0,1.436,2639,0,0,2639,36,0,0,36,2,1648,29,1,0,SLOT,ETG_CROSS_SELL,1648.0,False,False,False
A49010,2,Elite,188,Makati_BGC,46.2,31 - 40,2,2,1,1,3.009,3.009,0.0,0.0,5699,5699,0,0,437,437,0,0,2,2,2,0,0,0,3,3,0,0,4717,4717,0,0,437,437,0,0,1,2,2,2,0,0,0,2.614,2.614,0.0,0.0,4717,4717,0,0,437,437,0,0,1,2843,219,1,1,SLOT,ETG_CROSS_SELL,2849.5,True,True,True
A49110,1,Prime,11,QC,155.4,31 - 40,1,1,1,0,0.463,0.0,0.463,0.0,146,0,146,0,612,0,612,0,2,2,2,0,0,0,0,0,0,0,219,0,219,0,727,0,727,0,0,2,2,2,0,0,0,0.322,0.0,0.322,0.0,219,0,219,0,727,0,727,0,1,146,612,1,0,SLOT,ETG_CROSS_SELL,146.0,True,False,False
A49132,2,Prime,33,QC,262.8,41 - 50,1,2,2,0,1.323,0.0,0.651,0.331,1848,0,102,873,98,0,101,96,1,1,1,0,0,0,2,0,0,1,1912,0,58,898,112,0,175,59,0,33,43,31,5,4,3,13.905,0.0,8.339,1.91,11708,0,6809,2405,392,0,603,39,4,1837,87,2,1,SLOT,ETG_CROSS_SELL,924.0,False,True,False
A49172,3,Prime,88,QC,269.4,Above 60,2,3,3,0,2.42,2.42,0.0,0.0,3666,3666,0,0,1178,1178,0,0,2,2,2,0,0,0,3,3,0,0,4421,4421,0,0,1674,1674,0,0,1,2,2,2,0,0,0,3.12,3.12,0.0,0.0,4421,4421,0,0,1674,1674,0,0,1,1823,583,1,1,SLOT,ETG_CROSS_SELL,1222.0,True,True,True
A49192,1,Prime,11,QC,258.0,41 - 50,1,1,1,0,1.335,0.0,1.335,0.0,160,0,160,0,169,0,169,0,1,1,0,0,1,0,0,0,0,0,724,724,0,0,437,437,0,0,0,2,3,2,0,1,0,1.385,1.385,0.0,0.0,2647,2647,0,0,437,437,0,0,1,160,160,1,1,SLOT,ETG_CROSS_SELL,160.0,False,False,False
A49238,2,Elite,328,QC,269.4,51 - 60,2,2,2,0,4.347,4.347,0.0,0.0,9552,9552,0,0,1630,1630,0,0,1,2,1,1,0,0,1,1,0,0,1946,1946,0,0,2324,2324,0,0,0,6,8,6,2,0,0,6.354,6.354,0.0,0.0,15732,15732,0,0,2088,2088,0,0,7,4768,802,1,2,SLOT,ETG_CROSS_SELL,4776.0,False,True,False
A49239,2,Prime,372,Pasay,307.8,21 - 30,1,2,0,2,13.819,3.551,0.178,1.635,41931,7112,160,8490,549,778,804,63,2,2,0,1,0,1,3,0,0,1,7668,0,190,3893,163,0,873,50,1,3,3,1,1,0,1,3.949,0.0,1.104,1.419,9067,0,1589,3893,361,0,1008,50,1,41918,539,2,13,SLOT,ETG_CROSS_SELL,20965.5,True,True,True
A49496,1,Prime,206,Pasay,96.6,21 - 30,1,1,0,1,0.783,0.0,0.0,0.783,1298,0,0,1298,25,0,0,25,2,2,2,0,0,0,9,0,2,1,15948,1102,2172,3227,774,3281,1117,62,0,5,6,4,0,1,1,12.847,0.978,2.843,1.97,20516,2229,2770,3662,758,1867,1104,53,2,1298,15,1,0,SLOT,ETG_CROSS_SELL,1298.0,True,False,False
A49538,1,Prime,208,QC,187.8,Above 60,1,1,1,0,1.362,1.362,0.0,0.0,3360,3360,0,0,534,534,0,0,2,2,0,1,0,1,4,3,0,0,8926,6204,15,0,460,474,146,0,0,3,4,1,2,0,1,7.295,5.776,0.059,0.0,21096,18373,15,0,934,1065,146,0,1,3353,525,1,1,SLOT,ETG_CROSS_SELL,3360.0,False,True,False
A49588,1,Prime,165,Makati_BGC,52.2,31 - 40,1,1,1,0,1.033,0.0,0.0,1.033,1516,0,0,1516,40,0,0,40,2,2,1,1,0,0,4,0,0,4,5904,0,0,5904,24,0,0,24,0,4,5,1,2,1,1,9.322,0.0,0.0,9.322,14012,0,0,14012,29,0,0,29,2,1516,29,1,1,SLOT,ETG_CROSS_SELL,1516.0,False,False,False
A49596,1,Prime,57,Makati_BGC,57.6,31 - 40,1,1,1,0,1.125,0.0,0.0,1.125,824,0,0,824,22,0,0,22,1,1,0,0,1,0,0,0,0,0,227,0,0,227,22,0,0,22,1,4,4,3,0,1,0,2.307,0.0,0.0,2.307,1014,0,0,1014,15,0,0,15,1,816,15,1,1,SLOT,ETG_CROSS_SELL,824.0,False,True,False
A49600,1,Elite,130,QC,202.8,31 - 40,1,1,0,1,1.75,0.791,0.084,0.0,3800,1871,29,0,433,437,394,0,1,1,0,0,0,1,2,2,0,0,5444,5444,0,0,466,466,0,0,5,1,1,0,0,0,1,1.699,1.699,0.0,0.0,5444,5444,0,0,466,466,0,0,10,3791,423,1,1,SLOT,ETG_CROSS_SELL,3800.0,True,True,True
A49657,1,Prime,10,Makati_BGC,75.6,21 - 30,1,1,1,0,0.616,0.0,0.616,0.0,87,0,87,0,87,0,87,0,2,2,0,0,0,2,1,0,1,0,292,0,292,0,173,0,173,0,1,7,8,1,0,3,4,5.288,1.853,1.688,0.053,3402,1682,408,29,282,379,161,19,2,87,87,1,0,SLOT,ETG_CROSS_SELL,87.0,False,False,False
A49711,2,Prime,63,QC,258.0,Above 60,1,2,1,1,1.922,1.922,0.0,0.0,1832,1832,0,0,219,219,0,0,1,1,0,0,0,1,1,1,0,0,724,724,0,0,219,219,0,0,0,1,1,0,0,0,1,0.766,0.766,0.0,0.0,724,724,0,0,219,219,0,0,1,1823,219,2,1,SLOT,ETG_CROSS_SELL,916.0,True,True,True
A49712,2,Prime,388,QC,285.0,41 - 50,1,2,0,2,4.676,4.676,0.0,0.0,11302,11302,0,0,906,906,0,0,1,1,1,0,0,0,3,3,0,0,6960,6960,0,0,837,837,0,0,0,4,6,2,0,1,3,13.004,13.004,0.0,0.0,26179,26179,0,0,620,620,0,0,2,11300,904,2,4,SLOT,ETG_CROSS_SELL,5651.0,False,True,False
A49819,1,Prime,104,QC,230.4,31 - 40,1,1,1,0,0.836,0.836,0.0,0.0,1514,1514,0,0,1234,1234,0,0,1,1,1,0,0,0,1,0,0,0,872,159,277,0,830,2187,510,0,0,5,8,5,2,1,0,12.244,1.381,6.553,0.0,12943,2434,5788,0,909,1111,827,0,1,1502,1225,1,0,SLOT,ETG_CROSS_SELL,1514.0,False,True,False
A49834,1,Prime,0,Makati_BGC,52.2,21 - 30,1,1,0,1,0.086,0.0,0.0,0.086,7,0,0,7,4,0,0,4,1,1,0,0,0,1,1,0,1,0,160,0,160,0,253,0,253,0,0,3,4,0,0,1,3,3.722,0.0,3.722,0.0,1283,0,1283,0,313,0,313,0,3,0,0,1,0,SLOT,ETG_CROSS_SELL,7.0,False,True,False
A49887,1,Prime,148,Makati_BGC,57.6,31 - 40,1,1,0,1,0.858,0.0,0.858,0.0,1385,0,1385,0,1629,0,1629,0,2,2,1,0,0,1,6,0,0,3,10775,0,525,4863,238,0,1300,37,0,3,4,2,1,0,1,8.688,1.217,1.701,2.636,14348,2115,1983,4863,477,1094,1157,37,8,1385,1618,1,0,SLOT,ETG_CROSS_SELL,1385.0,True,False,False
A49939,1,Prime,49,Makati_BGC,87.6,51 - 60,1,1,1,0,2.456,0.0,0.18,1.048,1653,0,87,739,86,0,452,23,2,2,2,0,0,0,2,0,0,2,1832,0,0,1832,27,0,0,27,0,6,6,5,0,0,1,6.268,0.0,0.0,6.268,3760,0,0,3760,21,0,0,21,1,1648,73,1,2,SLOT,ETG_CROSS_SELL,1653.0,False,True,False
A49958,2,Prime,23,QC,155.4,Above 60,1,2,2,0,2.999,0.0,2.203,0.796,679,0,423,256,163,0,218,10,1,2,2,0,0,0,4,4,0,0,6420,6420,0,0,350,350,0,0,0,4,7,7,0,0,0,14.146,8.482,0.0,1.959,22262,14204,0,2387,329,397,0,67,1,671,160,2,2,SLOT,ETG_CROSS_SELL,339.5,False,True,False
A4997,1,Elite,19,Pasay,311.4,41 - 50,1,1,0,1,0.262,0.0,0.0,0.262,271,0,0,271,24,0,0,24,1,1,1,0,0,0,2,0,0,2,155,0,0,155,5,0,0,5,4,2,2,1,0,1,0,3.477,0.0,0.0,3.477,346,0,0,346,3,0,0,3,4,262,15,1,0,SLOT,ETG_CROSS_SELL,271.0,False,True,False
A50023,2,Elite,26,Manila,0.0,51 - 60,1,2,0,2,1.086,0.0,0.0,1.086,744,0,0,744,15,0,0,15,1,2,0,0,1,1,2,0,0,2,1152,0,0,1152,7,0,0,7,0,2,4,0,0,2,2,4.115,0.0,0.0,4.115,2537,0,0,2537,10,0,0,10,2,744,15,2,1,SLOT,ETG_CROSS_SELL,372.0,False,False,False
A50024,2,Elite,36,Manila,0.0,21 - 30,1,2,0,2,2.15,0.0,0.414,0.95,1473,0,117,933,137,0,322,24,1,2,0,0,1,1,2,0,0,2,1516,0,0,1516,18,0,0,18,0,2,4,0,0,2,2,4.017,0.0,0.0,4.017,4024,0,0,4024,17,0,0,17,2,1473,131,2,2,SLOT,ETG_CROSS_SELL,736.5,False,False,False
A50025,2,Elite,398,Manila,0.0,21 - 30,1,2,0,2,14.694,5.113,0.0,2.234,23240,4213,0,7407,581,805,0,68,1,2,0,0,1,1,3,0,0,3,14376,0,0,14376,96,0,0,96,0,2,4,0,0,2,2,11.744,4.751,0.0,3.453,52771,23238,0,15513,875,1570,0,85,2,23226,569,2,14,SLOT,ETG_CROSS_SELL,11620.0,False,True,False
A50026,2,Elite,106,Manila,0.0,51 - 60,1,2,0,2,3.991,0.0,0.0,3.991,3091,0,0,3091,14,0,0,14,1,2,0,0,1,1,3,0,0,3,5016,0,0,5016,35,0,0,35,0,2,4,0,0,2,2,7.105,0.0,0.0,7.105,11956,0,0,11956,31,0,0,31,2,3091,0,2,3,SLOT,ETG_CROSS_SELL,1545.5,False,False,False
A50071,2,Prime,305,QC,155.4,51 - 60,1,2,2,0,8.009,0.714,0.0,4.839,18834,1730,0,11591,156,547,0,79,1,2,1,0,0,1,2,0,0,2,3847,0,0,3847,60,0,0,60,0,4,8,2,0,2,4,7.728,0.593,0.0,5.614,11558,1153,0,8537,100,437,0,42,2,18823,146,2,8,SLOT,ETG_CROSS_SELL,9417.0,False,True,False
A50094,1,Prime,4,Makati_BGC,57.6,21 - 30,1,1,1,0,1.708,0.0,1.708,0.0,102,0,102,0,90,0,90,0,2,2,0,0,2,0,2,0,2,0,618,0,598,20,198,0,219,4,0,6,6,1,0,4,1,7.966,0.837,6.923,0.206,3829,2219,1589,20,218,437,198,4,3,102,87,1,1,SLOT,ETG_CROSS_SELL,102.0,False,False,False
A50138,1,Elite,73,Manila,0.0,21 - 30,1,1,1,0,0.558,0.0,0.0,0.558,1064,0,0,1064,44,0,0,44,1,1,1,0,0,0,0,0,0,0,962,0,0,962,40,0,0,40,0,2,4,1,1,1,1,14.292,0.0,0.997,7.118,24378,0,598,13472,92,0,420,39,3,1064,44,1,0,SLOT,ETG_CROSS_SELL,1064.0,False,False,False
A50238,1,Prime,9,Makati_BGC,45.0,21 - 30,1,1,1,0,0.762,0.0,0.762,0.0,233,0,233,0,188,0,188,0,2,2,1,0,0,1,0,0,0,0,15,0,15,0,146,0,146,0,0,4,5,2,0,1,2,1.592,0.0,1.301,0.291,277,0,190,87,151,0,184,2,4,233,175,1,0,SLOT,ETG_CROSS_SELL,233.0,False,False,False
A50294,1,Elite,328,QC,258.0,41 - 50,1,1,0,1,3.936,0.0,0.0,3.936,4810,0,0,4810,38,0,0,38,2,2,0,0,0,2,10,0,0,10,11406,0,0,11406,35,0,0,35,0,9,15,4,0,3,8,56.684,0.0,0.0,56.684,51254,0,0,51254,28,0,0,28,1,4797,29,1,3,SLOT,ETG_CROSS_SELL,4810.0,False,True,False
A50325,2,Elite,29,QC,258.0,21 - 30,1,2,2,0,1.337,0.0,1.337,0.0,481,0,481,0,365,0,365,0,2,2,1,0,1,0,1,1,0,0,2807,2807,0,0,1645,1645,0,0,2,3,3,2,0,1,0,2.816,2.816,0.0,0.0,4597,4597,0,0,1370,1370,0,0,6,481,365,2,1,SLOT,ETG_CROSS_SELL,240.5,False,False,False
A50350,1,Prime,185,Ortigas,0.0,31 - 40,1,1,1,0,3.63,0.295,1.52,0.0,5395,540,2158,0,1056,1094,1049,0,1,1,0,0,0,1,0,0,0,0,758,758,0,0,4374,4374,0,0,0,1,1,0,0,0,1,0.212,0.212,0.0,0.0,758,758,0,0,4374,4374,0,0,4,5395,1050,1,3,SLOT,ETG_CROSS_SELL,5395.0,True,False,False
A50385,1,Prime,49,Pasay,182.4,21 - 30,1,1,1,0,1.896,0.0,1.896,0.0,714,0,714,0,320,0,320,0,1,1,1,0,0,0,3,0,3,0,1152,0,1152,0,357,0,357,0,0,4,6,5,1,0,0,15.078,1.545,10.404,0.0,8147,2120,3412,0,285,437,252,0,1,714,306,1,1,SLOT,ETG_CROSS_SELL,714.0,False,False,False
A50404,1,Prime,1408,Ortigas,0.0,21 - 30,1,1,1,0,16.4,0.0,2.819,5.381,41052,0,13180,7346,1466,0,4195,36,1,1,1,0,0,0,2,0,0,2,1796,0,0,1796,22,0,0,22,0,2,3,3,0,0,0,4.323,0.0,0.0,4.323,5715,0,0,5715,37,0,0,37,1,41043,1458,1,16,SLOT,ETG_CROSS_SELL,41052.0,False,True,False
A50534,1,Premium,374,QC,155.4,31 - 40,1,1,1,0,0.065,0.0,0.065,0.0,190,0,190,0,1626,0,1626,0,1,2,0,1,1,0,1,0,0,0,1061,0,350,180,780,0,2283,23,0,17,24,6,3,6,9,51.144,36.88,7.204,0.634,117747,94452,7319,749,1833,2141,623,32,8,190,1618,1,0,SLOT,ETG_CROSS_SELL,190.0,False,False,False
A50734,1,Prime,57,Pasay,246.0,51 - 60,1,3,2,1,2.185,0.0,0.344,1.841,2485,0,15,2471,45,0,146,27,1,1,0,1,0,0,0,0,0,0,201,0,0,201,12,0,0,12,0,4,8,4,4,0,0,11.87,0.0,1.06,8.618,10089,0,248,8183,63,0,246,22,7,2479,44,3,2,SLOT,ETG_CROSS_SELL,828.3333333333334,False,True,False
A50784,2,Prime,33,Makati_BGC,57.6,21 - 30,2,2,2,0,1.914,0.0,1.914,0.0,962,0,962,0,383,0,383,0,2,2,1,0,0,1,5,0,5,0,2479,0,2479,0,337,0,337,0,1,3,3,1,0,1,1,6.015,0.0,6.015,0.0,3164,0,3164,0,367,0,367,0,1,481,190,1,0,SLOT,ETG_CROSS_SELL,481.0,True,False,False
